RecipeName,Diet,TotalTimeInMins,Cuisine,Ingredients,energy_kcal_x,carb_g_x,protein_g_x,fat_g_x,fibre_g_x,cholesterol_mg_x,calcium_mg_x,potassium_mg_x,energy_kcal_y,carb_g_y,protein_g_y,fat_g_y,fibre_g_y,cholesterol_mg_y,calcium_mg_y,potassium_mg_y
Goan Style Mushroom Vindaloo Recipe,vegetarian,50,Goan Recipes,"['250 grams button mushrooms - cut into quarters,1 onion - finely chopped,3 cloves garlic,2 inch ginger,1 teaspoon turmeric powder (haldi),sunflower oil - for cooking,salt - to taste,3 dry red chillies,1 teaspoon coriander (dhania) seeds,1 teaspoon cumin seeds (jeera),1 teaspoon whole black peppercorns,2 cardamom (elaichi) pods/seeds,3 cloves (laung)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggless Coffee Caramel Cake With Walnuts Recipe,vegetarian,40,Continental,"['1-1/2 cups vivatta maida,1 cup sugar,250 grams curd (dahi / yogurt),1 teaspoon baking soda,1 teaspoon baking powder,1/2 cup sunflower oil,2 tablespoons instant coffee powder,2 tablespoons caramel sauce,1/2 cup walnuts - chopped']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saunf Wale Aloo Baingan Recipe - Fennel Spiced Potato And Eggplant,vegetarian,30,Indian,"['1 cup brinjal (baingan / eggplant) - cut in cubes,1/2 cup potatoes (aloo) - boiled and cut in cubes,1 onion - sliced,1 teaspoon cumin seeds (jeera),1 teaspoon ginger garlic paste,1 teaspoon red chilli powder,1 teaspoon turmeric powder (haldi),2 teaspoons sunflower oil,coriander (dhania) leaves - few sprigs,salt - to taste,1 tablespoon coriander (dhania) seeds,1 tablespoon fennel seeds (saunf)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oatmeal Cherry Cookies Recipe,vegetarian,80,Continental,"['2 cups all purpose flour (maida),2 cups instant oats (oatmeal),1 teaspoon baking powder,1/2 teaspoon salt,3/4 cup butter,1 cup caster sugar,2 tablespoon curd (dahi / yogurt),1 teaspoon vanilla extract,1/2 cup canned cherries']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oatmeal Banana Mini Muffins Recipe,eggetarian,30,Continental,"['1-1/2 cups all purpose flour (maida),3/4 cup instant oats (oatmeal),1-1/2 teaspoons baking powder,1/4 teaspoon baking soda,1 teaspoon cinnamon powder (dalchini),1/2 teaspoon salt,2/3 cup sugar,100 grams butter (unsalted) - room temperature,2 tablespoons sunflower oil - unflavoured,2 whole eggs,1/3 cup milk - room temperature,1 teaspoon vanilla extract,3 ripe bananas - fully ripe and mashed well']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate Lover's Cheesecake Recipe,vegetarian,45,Continental,"['7-8 bourbon biscuits - (or hide and seek biscuits),7-8 chocolate wafers - or bournvita biscuits,1 tablespoon caster sugar,4-5 tablespoon butter - melted,2 cups dark chocolate - unsweetened dark chocolate (i used valrhona couverture 70%),1 cup heavy whipping cream,1/4 cup dark chocolate chips - (semisweet),1 cup fresh cherries - washed & dried,1 tablespoon cocoa powder - for dusting,1 tablespoon icing sugar - for dusting']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
मोतिया चिलमन पुलाव रेसिपी - Motiya Chilman Pulao Recipe,vegetarian,40,Awadhi,"['1 कप चावल,1/2 कप हरे मटर - उबाल ले,1 cup गोभी - काट कर उबाल ले,2 इलाइची,2 बड़े चम्मच गरम मसाला पाउडर,3 लॉन्ग,2 बड़े चम्मच लाल मिर्च पाउडर,2 टहनी हरा धनिया - काट ले,नमक - स्वाद अनुसार,1/2 कप हंग,250 ग्राम पनीर - क्रम्ब्ल कर ले,1 आलू - उबाल कर मैश कर ले,1 छोटा चम्मच गरम मसाला पाउडर,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batata nu Shaak Recipe - Aloo Tamatar Ki Sabzi,vegetarian,20,Gujarati Recipes﻿,"['4 potatoes (aloo) - peeled and cut in 1 inch cubes,2 teaspoon sunflower oil,1 teaspoon kalonji (onion nigella seeds),1 inch ginger - grated,1 onion - finely chopped,1 inch cinnamon stick (dalchini),1 bay leaf (tej patta),2 tomatoes - finely chopped,1/2 teaspoon turmeric powder (haldi),1 teaspoon red chilli powder,1 teaspoon garam masala powder,1 teaspoon coriander powder (dhania),salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Wine Sauce Over Baked Sol Fish Recipe,high protein non vegetarian,40,Continental,"['1 lb fish fillet - (sol fish),3 cloves garlic - grated,3 tablespoons onions - finely chopped,1 tablespoon butter,salt - to taste,2 cloves garlic - grated,1 teaspoon black pepper powder,1 teaspoon salt,3/4 cup water,1/4 cup red wine - (or any cooked wine),1 sprig fresh thyme leaves,1 teaspoon black pepper powder,1-1/2 tablespoons all purpose flour (maida),salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemongrass Flavored Tofu Fried Rice Recipe,vegetarian,40,Asian,"['1 cup basmati rice,1 cup coconut milk,2 stalks lemon grass,1 inch ginger - crushed,1/2 teaspoon turmeric powder (haldi),salt - to taste,4 cloves garlic - chopped,1 inch ginger - chopped,1 onion - chopped,1 red bell pepper (capsicum) - chopped,1 green chilli - chopped,1/2 cup spring onion greens - chopped,2 tablespoon soy sauce,1 tablespoon green chilli sauce,1 teaspoon black pepper powder,salt - to taste,sunflower oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhel Puri With Raw Mango Recipe,vegetarian,15,North Indian Recipes,"['2 cups puffed rice,1 onion - peeled and finely chopped,1 tomato - deseeded and finely chopped,1/2 cup mango (raw) - diced,3 sprig coriander (dhania) leaves - minced,3 tablespoons raw peanuts (moongphali) - roasted,2 tablespoons yellow moong dal (split) - fried(optional),1 1/2 tablespoon lahsun ki chutney (red garlic chutney),1 tablespoon green chutney (coriander & mint),1 1/2 tablespoon sweet chutney (date & tamarind),salt - as required']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Broccoli Pakora Masala Recipe - Broccoli In Spicy Yogurt Gravy,vegetarian,30,North Indian Recipes,"['1 cup broccoli - finely chopped,1 cup onion - thinly sliced,1 tablespoons rice flour,3 tablespoons gram flour (besan),1/2 teaspoon baking soda,1/2 teaspoon lemon juice,1/4 teaspoon turmeric powder (haldi),1/2 teaspoon red chilli powder,1/4 teaspoon garam masala powder,3 tablespoons water,salt - to taste,1 cup curd (dahi / yogurt) - beaten,3/4 cup water,1 tablespoon gram flour (besan),1 teaspoon mustard seeds,1 teaspoon cumin seeds (jeera),asafoetida (hing) - a pinch,2 tablespoons sunflower oil,1/4 teaspoon turmeric powder (haldi),1 teaspoon red chilli powder,1 teaspoon coriander powder (dhania),salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Brinjal Poriyal Masala Recipe - Green Baingan Sabzi,vegetarian,30,South Indian Recipes,"['300 grams long green brinjal - sliced into half and cut into 1 inch pieces,2 tomatoes - finely chopped,1 teaspoon coriander (dhania) seeds - coarsely pounded,1 sprig curry leaves - roughly torn,1 teaspoon sambar powder,1/2 teaspoon turmeric powder (haldi),1/2 teaspoon red chilli powder,salt - to taste,sunflower oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
गोभी और ककड़ी का रायता रेसिपी - Cauliflower & Cucumber Raita (Recipe In Hindi),vegetarian,50,Indian,"['2 कप हंग दही,2 कप गोभी - छोटा छोटा काट ले,1 ककड़ी - छीलकर काट ले,1 छोटा चमच्च जीरा पाउडर - सेक ले,2 हरी मिर्च - बारीक काट ले,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार,हरा धनिया - थोड़ा']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Menthi Vankaya Recipe - Andhra Style Fenugreek Spiced Baingan,vegetarian,20,Andhra,"['10 small brinjal (baingan / eggplant),2 tablespoons tamarind paste - thick,1/4 cup water,salt - to taste,4 tablespoons sunflower oil,1 teaspoon white urad dal (split),1 sprig curry leaves,2 tablespoons coriander (dhania) seeds,1 tablespoon chana dal (bengal gram dal),1 tablespoon white urad dal (split),1 tablespoon sesame seeds (til seeds),1 teaspoon cumin seeds (jeera),1/2 teaspoon methi seeds (fenugreek seeds),3 dry red chillies - adjustable,2 tablespoons raw peanuts (moongphali) - optional']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baale Dindu Kadale Palya - Banana Stem Curry With Chickpeas Recipe,vegetarian,65,Coastal Karnataka,"['1 banana stem - cleaned and chopped (about 250 grams after cleaning),1 cup kala chana (brown chickpeas) - soaked overnight,2 tablespoons fresh coconut - grated,2 teaspoons cumin seeds (jeera),2 teaspoons coriander (dhania) seeds,1-1/2 teaspoon red chilli powder - (adjust),2 onions - chopped,1 clove garlic - peeled,curry leaves - few sprigs,salt - to taste,sunflower oil - as required,coriander (dhania) leaves - few sprigs,1 green chilli - one small green chilli,1 teaspoon lemon juice']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
महाराष्ट्रियन हरी मिर्च का थेचा रेसिपी - Maharashtrian Green Chilli Thecha Recipe,vegetarian,15,Maharashtrian Recipes,"['15 हरी मिर्च - chopped,10 कली लहसुन - chopped,1 छोटा चम्मच तेल,1/2 छोटा चम्मच राइ,1/2 छोटा चम्मच हींग,नमक - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarati Lasaniya Batata Recipe - Garlic Potato Curry,vegetarian,45,Gujarati Recipes﻿,"['250 grams baby potatoes,12 cloves garlic - chopped,1 tablespoon sunflower oil,1 teaspoon cumin seeds (jeera),3/4 cup gram flour (besan),1 tablespoon coriander powder (dhania),1 teaspoon garam masala powder,1 tablespoon red chilli powder,1/2 teaspoon turmeric powder (haldi),1/2 cup curd (dahi / yogurt),salt - to taste,1 tablespoon coriander (dhania) leaves - chopped']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthy Lauki Kofta Curry Recipe | Non Fried Bottle Gourd Kofta Curry | Dhoodi Kofta,vegetarian,60,North Indian Recipes,"['1 bottle gourd (lauki) - peeled and grated (about 3 cups),1/4 cup gram flour (besan),1/2 teaspoon red chilli powder,1 teaspoon coriander (dhania) powder,1/2 teaspoon turmeric powder (haldi),1/2 teaspoon garam masala powder,salt - to taste,sunflower oil - for cooking,4 cloves garlic - finely chopped,1 inch ginger - finely chopped,1 green chilli - split,1 onion - finely chopped,1 inch cinnamon stick (dalchini) - broken,1 bay leaf (tej patta) - torn,2 brown cardamom (badi elaichi),1 tablespoon stone flower,8 tomatoes - cut into chuncks and pureed,1/2 teaspoon turmeric powder (haldi),1 teaspoon coriander powder (dhania),1 teaspoon red chilli powder,1/2 teaspoon garam masala powder,1 tablespoon honey,8 sprig coriander (dhania) leaves - chopped,salt - to taste,1 tablespoons ghee']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
कॉर्न और मटर की करी रेसिपी - Corn And Peas Curry Recipe,vegetarian,55,Indian,"['2 कॉर्न कोब - 1 इंच के टुकड़ो में गोल काट ले,नमक - स्वाद अनुसार,पानी - प्रयोग अनुसार,2 छोटे चम्मच जीरा,1 छोटा चम्मच धनिये के बीज,5 सुखी लाल मिर्च,2 छोटे चम्मच तेल,6 कली लहसुन,1 इंच अदरक,2 प्याज - पतला और सीधा काट ले,2 बड़े चम्मच नारियल - कस ले,2 छोटे चम्मच तेल,1 छोटा चम्मच राइ,2 टहनी कढ़ी पत्ता,1/2 कप टमाटर प्यूरी,नमक - स्वाद अनुसार,1/4 छोटा चम्मच हल्दी पाउडर,1 छोटा चम्मच गरम मसाला पाउडर,1 छोटा चम्मच कश्मीरी लाल मिर्च पाउडर,1/4 कप हरे मटर']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
सोया कीमा मसाला रेसिपी - Soya Kheema Masala (Recipe In Hindi),high protein vegetarian,45,Indian,"['1/2 कप सोया चंक्स,1 टमाटर - बारीक काट ले,1 प्याज - बारीक काट ले,2 हरी मिर्च - बारीक काट ले,3 आलू,1/4 कप हरे मटर,1 छोटा चमच्च जीरा,1 बड़ा चमच्च तेल,1-1/2 छोटा चमच्च अदरक लहसुन का पेस्ट,1 बड़ा चमच्च धनिया पाउडर,1 बड़ा चमच्च लाल मिर्च पाउडर,1/4 छोटा चमच्च हल्दी पाउडर,1/2 छोटा चमच्च गरम मसाला पाउडर,1 छोटा चमच्च जीरा,नमक - स्वाद अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomato Basil Chicken Curry Recipe,non vegeterian,35,Continental,"['1 chicken breasts - cut into chunks,2 carrot (gajjar) - cut diagonally,1 onion - chopped,4 cloves garlic - chopped,1 cup homemade tomato puree,6 basil leaves,1 tablespoon rosemary,1 tablespoon dried thyme leaves,2 tablespoon paprika powder,1 teaspoon cumin powder (jeera),1 teaspoon sugar,salt - to taste,extra virgin olive oil - for cooking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
केरला स्टाइल बैंगन करी रेसिपी - Kerala Style Eggplant Curry (Recipe In Hindi),vegetarian,50,Kerala Recipes,"['2 बैंगन - बारीक काट ले,1/4 छोटा चमच्च राइ,1 प्याज - बारीक काट ले,2 हरी मिर्च - पतला और सीधा काट ले,हल्दी पाउडर - चुटकी भर,1/2 बड़ा चमच्च धनिया पाउडर,1/2 छोटा चमच्च सौंफ - या जीरा,1/2 छोटा चमच्च मेथी के दाने - पीस ले,1 टमाटर - बारीक काट ले,1/2 कप नारियल का दूध - गाढ़ा,नारियल का तेल\xa0 - प्रयोग अनुसार,2 टहनी कढ़ी पत्ता,3 टहनी हरा धनिया - बारीक काट ले']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grilled Chicken Wings Recipe,non vegeterian,70,Continental,"['500 grams chicken wings,6 cloves garlic - finely chopped,2 tablespoons sweet and spicy red chilli sauce (tomato chilli sauce),2 tablespoons homemade tomato puree,1 teaspoon red chilli flakes,1 teaspoon rosemary,1 tablespoon honey,1 lemon juice,2 tablespoons sunflower oil,salt - as required']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veechu Parotta Or Ceylon Parotta Recipe,vegetarian,55,Sri Lankan,"['1 cup all purpose flour (maida),1/2 cup whole wheat flour,5 tablespoon curd (dahi / yogurt),salt - a pinch,sunflower oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mawa Gujiya With Badam and Pista Recipe,vegetarian,60,North Indian Recipes,"['2 cups all purpose flour (maida),1-1/2 tablespoons sooji (semolina/ rava),1-1/2 tablespoons sugar,1/8 teaspoon baking soda,1/4 cup ghee,water - as needed,1/4 teaspoon saffron strands,1 tablespoon milk - to soak saffron (warm milk),300 grams khoya (mawa),3 tablespoons dessicated coconut,2 tablespoons badam (almond) - coarsely powdered,2 tablespoons pistachios - coarsely powdered,1/3 cups sugar,1/4 cup milk - or egg as a wash for the pastry,badam (almond) - chopped,1/4 cup sugar,1/4 cup water,saffron strands - a pinch']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
वेजीटेरियन थाई ग्रीन करी रेसिपी - Vegetarian Thai Green Curry Recipe,vegetarian,55,Thai,"['5 स्टॉक लेमन ग्रास,3 हरी मिर्च - या थाई चिल्ली,1/4 कप हरा धनिया - काट ले,3 टहनी बेसिल के पत्ते,1 बड़ा चम्मच धनिये के बीज - सेक ले,1 छोटा चम्मच जीरा - सेक ले,1 छोटा चम्मच पूरी काली मिर्च,1 प्याज - काट ले,1/4 कप हरे प्याज - काट ले,3 कली लहसुन,1 इंच अदरक,नमक - स्वाद अनुसार,1 कप नारियल का दूध,3 बड़े चम्मच थाई ग्रीन करी पेस्ट,1 कप ब्रोकली - टुकड़ो में काट ले,1 गाजर - पतला और सीधा काट ले,1 शिमला मिर्च (लाल) - काट ले,1/2 ज़ुकिनी - पतला और सीधा काट ले,1 कप पानी - या वेजिटेबल स्टॉक,1 बड़ा चम्मच ब्राउन शक्कर,1 टहनी बेसिल के पत्ते - या काफिर लाइम के पत्ते,नमक - स्वाद अनुसार,1 छोटा चम्मच तेल']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chettinad Rasam Powder Recipe,high protein vegetarian,35,Chettinad,"['1 cup dry red chillies,1/2 cup coriander (dhania) seeds,1/4 cup arhar dal (split toor dal),1 tablespoon cumin seeds (jeera),1 tablespoon whole black peppercorns,1 teaspoon methi seeds (fenugreek seeds),1 tablespoon sesame (gingelly) oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paneer Stuffed Bhindi In Ajwain Tomato Gravy Recipe,vegetarian,35,North Indian Recipes,"['250 grams bhindi (lady finger/okra),1 cup paneer (homemade cottage cheese) - crumbled,1/2 teaspoon red chilli powder,1/2 teaspoon coriander powder (dhania),1/2 teaspoon chaat masala powder,salt - to taste,1 onion - chopped,1/2 teaspoon ginger - finely chopped,1/2 teaspoon garlic - finely chopped,1 teaspoon ajwain (carom seeds),1 green chilli,1 teaspoon red chilli powder,2 teaspoon coriander powder (dhania),1/2 teaspoon turmeric powder (haldi),1/2 teaspoon garam masala powder,2 cups homemade tomato puree,kasuri methi (dried fenugreek leaves) - for garnish,2 teaspoons sunflower oil,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Style Stuffed Omelette Recipe,eggetarian,30,Asian,"['2 whole eggs,2 sprig spring onion greens - chopped,salt and pepper - to taste,1 inch ginger,3 cloves garlic - chopped,1/2 cup baby corn - chopped,1/2 red bell pepper (capsicum) - sliced,1/2 green bell peppers - sliced,1 tablespoon soy sauce,1 tablespoon green chilli sauce,1 teaspoon chilli vinegar']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aluchi Bhaji Recipe - Maharashtrian Style Colocasia Leaves Curry,high protein vegetarian,30,Maharashtrian Recipes,"['50 grams colocasia leaves (arbi) - leaves along with tender stemscleaned and finely chopped,1/4 cup raw peanuts (moongphali) - soaked in hot water for 30 minutes,2 tablespoons chana dal (bengal gram dal) - soaked in hot water for 30 minutes,1 teaspoon sunflower oil,1/2 teaspoon cumin seeds (jeera),1/2 teaspoon mustard seeds,1/2 teaspoon asafoetida (hing),7 dry coconut (kopra) - thinly sliced,1 teaspoon amchur (dry mango powder),1/4 teaspoon turmeric powder (haldi),2 teaspoons jaggery - grated,2 green chillies - slit,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amritsari Fish Fry Recipe,high protein non vegetarian,75,Punjabi,"['2 seer fish,1/2 teaspoon turmeric powder (haldi),2 teaspoons red chilli powder,2 teaspoons amchur (dry mango powder),3 teaspoons garam masala powder,1 teaspoon ajwain (carom seeds) - pound,1 teaspoon ginger garlic paste,1 teaspoon kasuri methi (dried fenugreek leaves),1 1/2 teaspoons gram flour (besan),1 lemon juice,salt - to taste,nutralite classic spread']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickpea Sundal Recipe,high protein vegetarian,40,South Indian Recipes,"['1 cup kala chana (brown chickpeas) - soaked overnight,1 teaspoon sunflower oil,1/2 teaspoon mustard seeds,1 teaspoon green chillies,1 inch ginger - grated,1/4 teaspoon asafoetida (hing),2 tablespoons fresh coconut - grated,coriander (dhania) leaves - small bunch,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thai Coconut Curry Soup Recipe,vegetarian,50,Thai,"['1 teaspoon poppy seeds,1 teaspoon sesame seeds (til seeds),2 tablespoons cashew nuts,1/2 teaspoon cumin seeds (jeera),2 cups coconut milk,3 cups vegetable stock,1 inch ginger - finely chopped,4 cloves garlic - finely chopped,3 green chillies - (thai variety),3 onion - chopped,1 stalk lemon grass - crushed,2 kaffir lime leaves - crushed,2 bay leaves (tej patta),1 teaspoon coconut oil,1 teaspoon salt - (adjust to taste),1 teaspoon sugar - (optional),3 sprig coriander (dhania) leaves - chopped,2 cups wheat noodles - or rice noodles boiled,raisins - a few']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inji Thogayal Recipe - Spicy & Delicious Ginger Chutney,vegetarian,20,South Indian Recipes,"['1 cup ginger - chopped,1 green chilli,1 teaspoon methi seeds (fenugreek seeds),1 tablespoon white urad dal (split),2 dry red chillies,20 grams tamarind - lemon sized,6 cloves garlic,1 tablespoon jaggery - grated,salt - as required,1 teaspoon sesame (gingelly) oil,1 teaspoon mustard seeds,1 teaspoon white urad dal (split),1/4 teaspoon asafoetida (hing)']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diwali Cornflakes Mixture Recipe - A Savory Evening Tea Snack,vegetarian,45,Indian,"['2 cup corn flakes,1 cup poha (flattened rice),1 cup boondi,20 curry leaves,1/2 cup badam (almond),1/2 cup cashew nuts,1/2 cup raisins,1/2 cup raw peanuts (moongphali),1 teaspoon salt,1 teaspoon caster sugar,1/2 teaspoon kashmiri red chilli powder,1/4 teaspoon asafoetida (hing),sunflower oil - for deep frying']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaju Pakoda Recipe (Cashew Nut Fritters),vegetarian,30,Indian,"['1 cup cashew nuts - (whole),1/2 cup gram flour (besan),1/2 cup rice flour,1-1/2 teaspoons red chilli powder,1/2 tablespoon ginger garlic paste,1/2 cup mint leaves (pudina) - finely chopped,1 teaspoon fennel seeds (saunf) - crushed,sunflower oil - for deep frying,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Indian Grilled Fish With Spicy Fusion Sauce Recipe,high protein non vegetarian,100,South Indian Recipes,"['500 grams fish,2 teaspoon ginger - paste,2 tablespoon curd (dahi / yogurt),2 tablespoon red mustard seeds - paste,1/2 teaspoon tamarind paste,5 dry red chilli,2 green chilli,1/4 cup fresh coconut,2 teaspoon coconut oil - or sunflower oil,4 teaspoon sunflower oil,1/4 teaspoon mustard seeds,1/4 teaspoon chana dal (bengal gram dal),3 sprig curry leaves,black salt (kala namak) - a pinch,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methi Moong Dal Palak Recipe,high protein vegetarian,45,North Indian Recipes,"['1 cup yellow moong dal (split),methi leaves (fenugreek leaves) - a bunch,1/4 teaspoon asafoetida (hing),1 teaspoon cumin seeds (jeera),1 onion - thinly sliced,1 tomato - chopped,2 teaspoon coriander powder (dhania),1 teaspoon turmeric powder (haldi),1 teaspoon red chilli powder,salt - to taste,2 teaspoons sunflower oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sindhi Style Chicken Curry Recipe Using Preethi Electric Pressure Cooker,non vegeterian,70,Sindhi,"['500 grams chicken - cleaned and washed,1 black cardamom (badi elaichi),1 bay leaf (tej patta),1 inch cinnamon stick,3 cardamom (elaichi) pods/seeds,2 cloves (laung),2 onions - finely chopped,3 green chillies - finely chopped,1 inch ginger - finely chopped,6 cloves garlic - finely chopped,2 tomatoes - finely chopped,1/2 cup curd (dahi / yogurt) - whisked well,1/2 teaspoon turmeric powder (haldi),1 teaspoon red chilli powder,2 teaspoons coriander (dhania) powder,1 teaspoon garam masala powder,1 tablespoon coriander powder (dhania),salt - as required,coriander (dhania) leaves - handful,2 tablespoons sunflower oil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Style Jeera Biscuit Recipe,vegetarian,50,Continental,"['1 cup all purpose flour (maida),1 teaspoon baking powder,1 teaspoon salt,1 tablespoon butter - chilled and cut into small pieces,1 teaspoon cumin seeds (jeera) - roasted,1/4 cup lukewarm water']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pudina Moong Dal Recipe (Mint Moong Dal),high protein vegetarian,35,North Indian Recipes,"['1/2 cup yellow moong dal (split),1/2 teaspoon red chilli powder,1/4 teaspoon turmeric powder (haldi),1/4 teaspoon cumin seeds (jeera),1 pinch asafoetida (hing),1 tablespoon ghee,2 tablespoons mint leaves (pudina) - chopped,water - as needed,salt - as needed']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shrimp Spinach Cheese Swirl Recipe,non vegeterian,75,Indian,"['1 puff pastry sheet,1 whole egg - for eggwash,1 cup spinach - chopped,1/2 cup shrimps - cut into small pieces,4 spring onion (bulb & greens) - chopped finely,1 tablespoon cayenne pepper,1 teaspoon coriander powder (dhania),1 teaspoon garlic powder,1 tablespoon tomato ketchup,1 teaspoon sriracha sauce - optional,1 tablespoon sunflower oil,1 cup cheddar cheese - shredded,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
मसाला पालक भुर्जी रेसिपी - Masala Palak Bhurji (Recipe In Hindi),eggetarian,35,Indian,"['4 अंडे,1 कप पालक,2 प्याज - बारीक काट ले,1 टमाटर - काट ले,1 शिमला मिर्च (हरी) - काट ले,4 कली लहसुन - काट ले,1 इंच अदरक - काट ले,2 हरी मिर्च - काट ले,1 बड़ा चमच्च लाल मिर्च पाउडर,1 छोटा चमच्च अजवाइन,1 बड़ा चमच्च जीरा पाउडर,1 छोटा चमच्च हल्दी पाउडर,नमक - स्वाद अनुसार,काली मिर्च पाउडर - स्वाद अनुसार']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matar Poha Recipe (Flattened Rice Stir Fry with Green Peas),vegetarian,25,North Indian Recipes,"['1 1/2 cups poha (flattened rice),1 cup green peas (matar),2 onions - finely chopped,3 green chillies - finely chopped,1/2 teaspoon turmeric powder (haldi),1 teaspoon mustard seeds,1 teaspoon cumin seeds (jeera),2 sprig curry leaves,1/4 teaspoon asafoetida (hing),salt - to taste,coriander (dhania) leaves - finely chopped,lemon juice - from one lemon']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Udupi Style Thondekayi And Badnekayi Sambar Recipe - Ivy Gourd & Brinjal Sambar,vegetarian,40,Udupi,"['6 tindora (dondakaya/ kovakkai) - cut into roundeles,2 brinjal (baingan / eggplant) - chopped into medium chunks,1 carrot (gajjar) - chopped lengthwise,1 cup arhar dal (split toor dal),2 tablespoons udupi sambar powder,1/2 cup tamarind water,2 teaspoon jaggery,1 teaspoon turmeric powder (haldi),salt - to taste,1 teaspoon mustard seeds,1 teaspoon white urad dal (split),2 dry red chillies,2 sprig curry leaves,sunflower oil - for cooking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumaon Style Thechwani Recipe-Mooli Aloo Sabzi,vegetarian,35,Uttarakhand-North Kumaon,"['5 potatoes (aloo) - skin peeled & pound,2 mooli/ mullangi (radish) - skin peeled,1 onion - finely chopped,1 tomatoes - diced,1 green chilli - slit,3 dry red chillies,1 teaspoon cumin seeds (jeera),1/2 teaspoon methi seeds (fenugreek seeds),1 cardamom (elaichi) pods/seeds,1/2 teaspoon turmeric powder (haldi),1 teaspoon cumin powder (jeera),1 teaspoon coriander powder (dhania),1 teaspoon red chilli powder,salt - to taste,1 green chilli,8 garlic,1 inch ginger']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Ranch Wraps Recipe,non vegeterian,40,Continental,"['4 tortillas,2 chicken breasts - thoroughly washed & cleaned,2 teaspoon dried oregano,2 onion - diced,2 teaspoon red chilli flakes,5 cherry tomatoes - diced,1 cucumber - diced,1 tablespoon black pepper powder,1/2 cup cheese - grated,lettuce leaves - as required,ranch sauce,salt - to taste']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
